InterPro_id,UniProt_id,entrezgene_id,interpro_short_description,interpro_description,Pfam_id
IPR014745,P13762,3126,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P13765,3112,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,P28067,3108,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014745,Q30154,3127,MHC_II_a/b_N,"MHC class II, alpha/beta chain, N-terminal",NA
IPR014756,P19838,4790,Ig_E-set,Immunoglobulin E-set,NA
IPR014756,Q04206,5970,Ig_E-set,Immunoglobulin E-set,NA
IPR014760,P02768,213,Serum_albumin_N,"Serum albumin, N-terminal",PF00273
IPR014815,Q9NQ66,23236,PLC-beta_C,"Phospholipase C-beta, C-terminal domain",PF08703
IPR014815,Q00722,5330,PLC-beta_C,"Phospholipase C-beta, C-terminal domain",PF08703
IPR014815,Q01970,5331,PLC-beta_C,"Phospholipase C-beta, C-terminal domain",PF08703
IPR014836,P05556,3688,Integrin_bsu_cyt_dom,"Integrin beta subunit, cytoplasmic domain",PF08725
IPR014836,P05107,3689,Integrin_bsu_cyt_dom,"Integrin beta subunit, cytoplasmic domain",PF08725
IPR015013,P37173,7048,Transforming_GF_b_rcpt_2_ecto,Transforming growth factor beta receptor 2 ectodomain,PF08917
IPR015039,P14598,653361,NCF1_C,"Neutrophil cytosol factor 1, C-terminal",PF08944
IPR015359,Q01970,5331,PLC_EF-hand-like,"Phosphoinositide-specific phospholipase C, EF-hand-like domain",PF09279
IPR015359,Q9NQ66,23236,PLC_EF-hand-like,"Phosphoinositide-specific phospholipase C, EF-hand-like domain",PF09279
IPR015359,Q00722,5330,PLC_EF-hand-like,"Phosphoinositide-specific phospholipase C, EF-hand-like domain",PF09279
IPR015359,Q15147,5332,PLC_EF-hand-like,"Phosphoinositide-specific phospholipase C, EF-hand-like domain",PF09279
IPR015373,P38484,3460,Interferon/interleukin_rcp_dom,Interferon/interleukin receptor domain,PF09294
IPR015433,O00329,5293,PI_Kinase,Phosphatidylinositol kinase,NA
IPR015433,P42336,5290,PI_Kinase,Phosphatidylinositol kinase,NA
IPR015433,P42338,5291,PI_Kinase,Phosphatidylinositol kinase,NA
IPR015439,P05107,3689,Integrin_bsu-2,Integrin beta-2 subunit,NA
IPR015484,P04234,915,CD3_esu/gsu/dsu,"CD3 protein, epsilon/gamma/delta subunit",NA
IPR015484,P07766,916,CD3_esu/gsu/dsu,"CD3 protein, epsilon/gamma/delta subunit",NA
IPR015484,P09693,917,CD3_esu/gsu/dsu,"CD3 protein, epsilon/gamma/delta subunit",NA
IPR015485,P04234,915,CD3D,T-cell surface glycoprotein CD3 delta chain,NA
IPR015528,P29460,3593,IL-12_beta,Interleukin-12 beta,NA
IPR015558,P05412,3725,C_Jun/v-Jun,Transcription Factor c-Jun/v-Jun,NA
IPR015588,P01574,3456,Interferon_beta,Interferon beta,NA
IPR015615,P10600,7043,TGF-beta-rel,Transforming growth factor-beta-related,NA
IPR015615,P61812,7042,TGF-beta-rel,Transforming growth factor-beta-related,NA
IPR015618,P10600,7043,TGFB3,Transforming growth factor beta-3,NA
IPR015655,Q15750,10454,PP2C,Protein phosphatase 2C family,NA
IPR015679,Q13393,5337,PLipase_D_fam,Phospholipase D family,NA
IPR015812,P05107,3689,Integrin_bsu,Integrin beta subunit,NA
IPR015812,P05556,3688,Integrin_bsu,Integrin beta subunit,NA
IPR015917,O15519,8837,Pept_C14A,"Peptidase C14A, caspase catalytic domain",NA
IPR015917,Q14790,841,Pept_C14A,"Peptidase C14A, caspase catalytic domain",NA
IPR015943,P63151,5520,WD40/YVTN_repeat-like_dom_sf,WD40/YVTN repeat-like-containing domain superfamily,NA
IPR015943,Q9Y2T4,5522,WD40/YVTN_repeat-like_dom_sf,WD40/YVTN repeat-like-containing domain superfamily,NA
IPR015943,Q66LE6,55844,WD40/YVTN_repeat-like_dom_sf,WD40/YVTN repeat-like-containing domain superfamily,NA
IPR015943,Q00005,5521,WD40/YVTN_repeat-like_dom_sf,WD40/YVTN repeat-like-containing domain superfamily,NA
IPR015988,P42224,6772,STAT_TF_coiled-coil,"STAT transcription factor, coiled coil",NA
IPR016024,O00329,5293,ARM-type_fold,Armadillo-type fold,NA
IPR016024,P42336,5290,ARM-type_fold,Armadillo-type fold,NA
IPR016024,P30153,5518,ARM-type_fold,Armadillo-type fold,NA
IPR016024,P42338,5291,ARM-type_fold,Armadillo-type fold,NA
IPR016024,P30154,5519,ARM-type_fold,Armadillo-type fold,NA
IPR016090,P14555,5320,PLipase_A2_dom,Phospholipase A2 domain,PF00068
IPR016129,Q14790,841,Caspase_his_AS,"Peptidase family C14A, His active site",NA
IPR016130,P29350,5777,Tyr_Pase_AS,"Protein-tyrosine phosphatase, active site",NA
IPR016166,P47989,7498,FAD-bd_PCMH,"FAD-binding domain, PCMH-type",NA
IPR016167,P47989,7498,FAD-bd_PCMH_sub1,"FAD-binding, type PCMH, subdomain 1",NA
IPR016169,P47989,7498,FAD-bd_PCMH_sub2,"FAD-binding, type PCMH, subdomain 2",NA
IPR016201,P05107,3689,PSI,PSI domain,NA
IPR016201,P05556,3688,PSI,PSI domain,NA
IPR016208,P47989,7498,Ald_Oxase/xanthine_DH,Aldehyde oxidase/xanthine dehydrogenase,NA
IPR016251,O60674,3717,Tyr_kinase_non-rcpt_Jak/Tyk2,"Tyrosine-protein kinase, non-receptor Jak/Tyk2",NA
IPR016251,P23458,3716,Tyr_kinase_non-rcpt_Jak/Tyk2,"Tyrosine-protein kinase, non-receptor Jak/Tyk2",NA
IPR016280,Q9NQ66,23236,PLC-beta,"Phosphatidylinositol-4, 5-bisphosphate phosphodiesterase beta",NA
IPR016280,Q00722,5330,PLC-beta,"Phosphatidylinositol-4, 5-bisphosphate phosphodiesterase beta",NA
IPR016280,Q01970,5331,PLC-beta,"Phosphatidylinositol-4, 5-bisphosphate phosphodiesterase beta",NA
IPR016280,Q15147,5332,PLC-beta,"Phosphatidylinositol-4, 5-bisphosphate phosphodiesterase beta",NA
IPR016319,P10600,7043,TGF-beta,Transforming growth factor-beta,NA
IPR016319,P61812,7042,TGF-beta,Transforming growth factor-beta,NA
IPR016555,Q13393,5337,PLipase_D_euk,"Phospholipase D, eukaryotic type",NA
IPR016729,Q13158,8772,FADD,FADD,NA
IPR017194,P37173,7048,Transform_growth_fac-b_typ-2,"Transforming growth factor-beta receptor, type II",NA
IPR017241,O00206,7099,Toll-like_receptor,Toll-like receptor,NA
IPR017241,O60603,7097,Toll-like_receptor,Toll-like receptor,NA
IPR017241,Q9Y2C9,10333,Toll-like_receptor,Toll-like receptor,NA
IPR017278,Q8IUC6,148022,TICAM1,TIR domain-containing adapter molecule 1,NA
IPR017281,Q99836,4615,Myelin_different_resp_MyD88,Myeloid differentiation primary response protein MyD88,NA
IPR017421,O43318,6885,MAPKKK7,Mitogen-activated protein (MAP) kinase kinase kinase 7,NA
IPR017428,Q9NWZ3,51135,IRAK4,Interleukin-1 receptor-associated kinase 4,NA
IPR017441,O15111,1147,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,O15264,5603,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,O43318,6885,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,O60674,3717,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P28482,5594,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P05771,5579,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,Q15759,5600,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P23458,3716,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P51617,3654,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P31751,208,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P31749,207,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P27361,5595,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P37173,7048,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,Q9Y243,10000,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,Q16539,1432,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P45985,6416,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P53778,6300,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017441,P36897,7046,Protein_kinase_ATP_BS,"Protein kinase, ATP binding site",NA
IPR017452,P30411,624,GPCR_Rhodpsn_7TM,"GPCR, rhodopsin-like, 7TM",NA
IPR017855,Q15796,4087,SMAD-like_dom_sf,SMAD-like domain superfamily,NA
IPR017871,P08183,5243,ABC_transporter-like_CS,"ABC transporter-like, conserved site",NA
IPR017892,P05771,5579,Pkinase_C,"Protein kinase, C-terminal",PF00433
IPR017892,Q9Y243,10000,Pkinase_C,"Protein kinase, C-terminal",PF00433
IPR017892,P31751,208,Pkinase_C,"Protein kinase, C-terminal",PF00433
IPR017892,P31749,207,Pkinase_C,"Protein kinase, C-terminal",PF00433
IPR017907,Q9Y4K3,7189,Znf_RING_CS,"Zinc finger, RING-type, conserved site",NA
IPR017927,P04839,1536,FAD-bd_FR_type,"FAD-binding domain, ferredoxin reductase-type",NA
IPR017927,P35228,4843,FAD-bd_FR_type,"FAD-binding domain, ferredoxin reductase-type",NA
IPR017938,P04839,1536,Riboflavin_synthase-like_b-brl,Riboflavin synthase-like beta-barrel,NA
IPR017938,P35228,4843,Riboflavin_synthase-like_b-brl,Riboflavin synthase-like beta-barrel,NA
IPR017946,Q00722,5330,PLC-like_Pdiesterase_TIM-brl,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",NA
IPR017946,Q9NQ66,23236,PLC-like_Pdiesterase_TIM-brl,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",NA
IPR017946,Q15147,5332,PLC-like_Pdiesterase_TIM-brl,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",NA
IPR017946,Q01970,5331,PLC-like_Pdiesterase_TIM-brl,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",NA
IPR017948,P10600,7043,TGFb_CS,"Transforming growth factor beta, conserved site",NA
IPR017948,P61812,7042,TGFb_CS,"Transforming growth factor beta, conserved site",NA
IPR017972,P05177,1544,Cyt_P450_CS,"Cytochrome P450, conserved site",NA
IPR017972,P08684,1576,Cyt_P450_CS,"Cytochrome P450, conserved site",NA
IPR017972,P10635,1565,Cyt_P450_CS,"Cytochrome P450, conserved site",NA
IPR017972,P20815,1577,Cyt_P450_CS,"Cytochrome P450, conserved site",NA
IPR017972,P20813,1555,Cyt_P450_CS,"Cytochrome P450, conserved site",NA
IPR017972,P33261,1557,Cyt_P450_CS,"Cytochrome P450, conserved site",NA
IPR018048,P10145,3576,Chemokine_CXC_CS,"CXC chemokine, conserved site",NA
IPR018056,P00734,2147,Kringle_CS,"Kringle, conserved site",NA
IPR018067,Q9Y2T4,5522,PP2A_PR55_CS,"Protein phosphatase 2A regulatory subunit PR55, conserved site",NA
IPR018067,Q00005,5521,PP2A_PR55_CS,"Protein phosphatase 2A regulatory subunit PR55, conserved site",NA
IPR018067,Q66LE6,55844,PP2A_PR55_CS,"Protein phosphatase 2A regulatory subunit PR55, conserved site",NA
IPR018067,P63151,5520,PP2A_PR55_CS,"Protein phosphatase 2A regulatory subunit PR55, conserved site",NA
IPR018073,P01042,3827,Prot_inh_cystat_CS,"Proteinase inhibitor I25, cystatin, conserved site",NA
IPR018081,P01024,718,Anaphylatoxin_comp_syst,"Anaphylatoxin, complement system",NA
IPR018096,P05112,3565,IL-4/IL-13_CS,"Interleukin-4/interleukin-13, conserved site",NA
IPR018114,P00734,2147,TRYPSIN_HIS,"Serine proteases, trypsin family, histidine active site",NA
IPR018124,P27797,811,Calret/calnex_CS,"Calreticulin/calnexin, conserved site",NA
IPR018184,P11215,3684,Integrin_alpha_C_CS,"Integrin alpha chain, C-terminal cytoplasmic region, conserved site",PF00357
IPR018184,P13612,3676,Integrin_alpha_C_CS,"Integrin alpha chain, C-terminal cytoplasmic region, conserved site",PF00357
IPR018297,Q08828,107,A/G_cyclase_CS,"Adenylyl cyclase class-4/guanylyl cyclase, conserved site",NA
IPR018521,P11387,7150,TopoI_AS,"DNA topoisomerase I, active site",NA
IPR018933,P01024,718,Netrin_module_non-TIMP,"Netrin module, non-TIMP type",PF01759
IPR018936,O00329,5293,PI3/4_kinase_CS,"Phosphatidylinositol 3/4-kinase, conserved site",NA
IPR018936,P42336,5290,PI3/4_kinase_CS,"Phosphatidylinositol 3/4-kinase, conserved site",NA
IPR018936,P42338,5291,PI3/4_kinase_CS,"Phosphatidylinositol 3/4-kinase, conserved site",NA
IPR018992,P00734,2147,Thrombin_light_chain,Thrombin light chain,PF09396
IPR019482,P29460,3593,IL-12_beta_cen-dom,"Interleukin-12 beta, central domain",PF10420
IPR019734,P19878,4688,TPR_repeat,Tetratricopeptide repeat,PF13174
IPR019742,P01024,718,MacrogloblnA2_CS,"Alpha-2-macroglobulin, conserved site",NA
IPR019748,P23458,3716,FERM_central,FERM central domain,PF00373
IPR019749,O60674,3717,Band_41_domain,Band 4.1 domain,NA
IPR019749,P23458,3716,Band_41_domain,Band 4.1 domain,NA
IPR019791,P35354,5743,Haem_peroxidase_animal,"Haem peroxidase, animal-type",PF03098
IPR020419,P19438,7132,TNFR_1A,Tumour necrosis factor receptor 1A,NA
IPR020423,P22301,3586,IL-10_CS,"Interleukin-10, conserved site",NA
IPR020443,P22301,3586,IL-10/19/20/22/24/26_fam,Interleukin-10/19/20/22/24/26 family,PF00726
IPR020454,P05771,5579,DAG/PE-bd,Diacylglycerol/phorbol-ester binding,NA
IPR020635,O60674,3717,Tyr_kinase_cat_dom,"Tyrosine-protein kinase, catalytic domain",NA
IPR020635,P23458,3716,Tyr_kinase_cat_dom,"Tyrosine-protein kinase, catalytic domain",NA
IPR020693,O60674,3717,Tyr_kinase_non-rcpt_Jak2,"Tyrosine-protein kinase, non-receptor Jak2",NA
IPR020776,P23458,3716,Tyr_kinase_non-rcpt_Jak1,"Tyrosine-protein kinase, non-receptor Jak1",NA
IPR020846,O15244,6582,MFS_dom,Major facilitator superfamily domain,NA
IPR020846,Q9NPD5,28234,MFS_dom,Major facilitator superfamily domain,NA
IPR020846,Q8TCC7,9376,MFS_dom,Major facilitator superfamily domain,NA
IPR020846,Q9Y6L6,10599,MFS_dom,Major facilitator superfamily domain,NA
IPR020846,Q4U2R8,9356,MFS_dom,Major facilitator superfamily domain,NA
IPR020857,P02768,213,Serum_albumin_CS,"Serum albumin, conserved site",NA
IPR020858,P02768,213,Serum_albumin-like,Serum albumin-like,NA
IPR020877,P01583,3552,IL-1_CS,Interleukin-1 conserved site,NA
IPR020877,P01584,3553,IL-1_CS,Interleukin-1 conserved site,NA
IPR020946,P31513,2328,Flavin_mOase-like,Flavin monooxygenase-like,PF00743
IPR021063,Q9Y6K9,8517,NEMO_N,"NF-kappa-B essential modulator NEMO, N-terminal",PF11577
IPR021126,P15260,3459,IFN_gamma_rc_D2_pox/mammal,"Interferon gamma receptor, D2 domain, poxvirus/mammal",PF07140
IPR021133,P30154,5519,HEAT_type_2,"HEAT, type 2",NA
IPR021133,P30153,5518,HEAT_type_2,"HEAT, type 2",NA
IPR021177,P02768,213,Serum_albumin/AFP/Afamin,Serum albumin/Alpha-fetoprotein/Afamin,NA
IPR021184,P01375,7124,TNF_CS,"Tumour necrosis factor, conserved site",NA
IPR021184,P48023,356,TNF_CS,"Tumour necrosis factor, conserved site",NA
IPR021663,P20963,919,CD3_zeta/IgE_Fc_rcpt_gamma,T-cell surface glycoprotein CD3 zeta subunit/High affinity IgE receptor gamma subunit,PF11628
IPR022007,O14920,3551,IKKbetaNEMObind,I-kappa-kinase-beta NEMO binding domain,PF12179
IPR022007,O15111,1147,IKKbetaNEMObind,I-kappa-kinase-beta NEMO binding domain,PF12179
IPR022407,P47989,7498,OxRdtase_Mopterin_BS,"Oxidoreductase, molybdopterin binding site",NA
IPR022643,P11926,4953,De-COase2_C,"Orn/DAP/Arg decarboxylase 2, C-terminal",PF00278
IPR022644,P11926,4953,De-COase2_N,"Orn/DAP/Arg decarboxylase 2, N-terminal",PF02784
IPR022653,P11926,4953,De-COase2_pyr-phos_BS,"Orn/DAP/Arg decarboxylase 2, pyridoxal-phosphate binding site",NA
IPR022657,P11926,4953,De-COase2_CS,"Orn/DAP/Arg decarboxylase 2, conserved site",NA
IPR022752,P42224,6772,STAT1_TAZ2-bd_C,"Signal transducer and activation of transcription 1, TAZ2 binding domain, C-terminal",PF12162
IPR023173,P35228,4843,NADPH_Cyt_P450_Rdtase_alpha,"NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain superfamily",NA
IPR023795,P05121,5054,Serpin_CS,"Serpin, conserved site",NA
IPR023796,P05121,5054,Serpin_dom,Serpin domain,PF00079
IPR024128,P20963,919,T-cell_CD3_zeta,T-cell surface glycoprotein CD3 zeta subunit,NA
IPR025202,Q13393,5337,PLD-like_dom,Phospholipase D-like domain,PF13091
IPR025735,Q8IUC6,148022,RHIM_dom,RHIM domain,PF12721
IPR025834,P11387,7150,TopoI_C_dom,Topoisomerase I C-terminal domain,PF14370
IPR026590,Q9NXA8,23408,Ssirtuin_cat_dom,"Sirtuin family, catalytic core domain",NA
IPR026591,Q9NXA8,23408,Sirtuin_cat_small_dom_sf,"Sirtuin, catalytic core small domain superfamily",NA
IPR027071,P05556,3688,Integrin_beta-1,Integrin beta-1 subunit,NA
IPR027139,Q9Y4K3,7189,TRAF6,TNF receptor-associated factor 6,NA
IPR027181,Q9NR96,54106,TLR9,Toll-like receptor 9,NA
IPR027185,O60603,7097,TLR2,Toll-like receptor 2,NA
IPR027187,Q9Y2C9,10333,TLR6,Toll-like receptor 6,NA
IPR027358,P01042,3827,Kininogen-type_cystatin_dom,Kininogen-type cystatin domain,NA
IPR027417,P63092,2778,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,O95837,9630,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P63096,2770,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P04899,2771,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P08183,5243,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P08754,2773,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P38405,2774,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P09471,2775,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,Q05639,1917,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P68104,1915,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P29992,2767,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P30679,2769,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,P50148,2776,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,Q5JWF2,2778,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027417,Q9UNQ0,9429,P-loop_NTPase,P-loop containing nucleoside triphosphate hydrolase,NA
IPR027546,Q9NXA8,23408,Sirtuin_class_III,"Sirtuin, class III",NA
IPR028326,P48023,356,FASL,Tumor necrosis factor ligand superfamily member 6,NA
IPR028400,Q9NQ66,23236,PLC-beta1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",NA
IPR028403,Q00722,5330,PLC-beta2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",NA
IPR028469,P10145,3576,Interleukin-8,Interleukin-8,NA
IPR028994,P11215,3684,Integrin_alpha_N,"Integrin alpha, N-terminal",NA
IPR028994,P13612,3676,Integrin_alpha_N,"Integrin alpha, N-terminal",NA
IPR029021,P29350,5777,Prot-tyrosine_phosphatase-like,Protein-tyrosine phosphatase-like,NA
IPR029030,O15519,8837,Caspase-like_dom_sf,Caspase-like domain superfamily,NA
IPR029030,Q14790,841,Caspase-like_dom_sf,Caspase-like domain superfamily,NA
IPR029034,P10600,7043,Cystine-knot_cytokine,Cystine-knot cytokine,NA
IPR029034,P61812,7042,Cystine-knot_cytokine,Cystine-knot cytokine,NA
IPR029035,Q9NXA8,23408,DHS-like_NAD/FAD-binding_dom,DHS-like NAD/FAD-binding domain superfamily,NA
IPR029039,P35228,4843,Flavoprotein-like_sf,Flavoprotein-like superfamily,NA
IPR029052,P67775,5515,Metallo-depent_PP-like,Metallo-dependent phosphatase-like,NA
IPR029052,P62714,5516,Metallo-depent_PP-like,Metallo-dependent phosphatase-like,NA
IPR029063,O14717,1787,SAM-dependent_MTases_sf,S-adenosyl-L-methionine-dependent methyltransferase superfamily,NA
IPR029066,P11926,4953,PLP-binding_barrel,PLP-binding barrel,NA
IPR029071,O00329,5293,Ubiquitin-like_domsf,Ubiquitin-like domain superfamily,NA
IPR029071,O14920,3551,Ubiquitin-like_domsf,Ubiquitin-like domain superfamily,NA
IPR029071,P42336,5290,Ubiquitin-like_domsf,Ubiquitin-like domain superfamily,NA
IPR029071,P42338,5291,Ubiquitin-like_domsf,Ubiquitin-like domain superfamily,NA
IPR029576,P35354,5743,COX-2,Prostaglandin G/H synthase 2,NA
IPR029787,Q08828,107,Nucleotide_cyclase,Nucleotide cyclase,NA
IPR029816,P01100,2353,c-Fos/v-Fos,c-Fos/v-Fos,NA
IPR030256,Q9UNQ0,9429,ABCG2,ATP-binding cassette subfamily G member 2,NA
IPR030258,P08183,5243,MDR1,Multidrug resistance protein 1,NA
IPR030473,P05231,3569,IL6/GCSF/MGF_CS,"Interleukin-6/GCSF/MGF, conserved site",NA
IPR030474,P05231,3569,IL-6/GCSF/MGF,Interleukin-6/GCSF/MGF,NA
IPR030477,P60568,3558,IL-2_CS,"Interleukin-2, conserved site",NA
IPR030492,P19838,4790,RHD_CS,"Rel homology domain, conserved site",NA
IPR030492,Q04206,5970,RHD_CS,"Rel homology domain, conserved site",NA
IPR030495,Q04206,5970,RelA,Transcription factor RelA (p65),NA
IPR030503,P19838,4790,NF-kB_p105,"Nuclear factor NF-kappa-B, p105 subunit",NA
IPR030672,Q08828,107,Adcy,Adenylate cyclase,NA
IPR031090,P30153,5518,PP2A_A_meta,"Serine/threonine-protein phosphatase 2A subunit A, metazoa",NA
IPR031157,P68104,1915,G_TR_CS,"Tr-type G domain, conserved site",NA
IPR031157,Q05639,1917,G_TR_CS,"Tr-type G domain, conserved site",NA
IPR031303,O14717,1787,C5_meth_CS,"DNA methylase, C-5 cytosine-specific,  conserved site",NA
IPR032052,P04234,915,Ig_4,"CD3 gamma/delta subunit, Ig-like domain",PF16680
IPR032052,P09693,917,Ig_4,"CD3 gamma/delta subunit, Ig-like domain",PF16680
IPR032136,P14598,653361,NCF1_PBR/AIR,"Neutrophil cytosol factor 1, PBR/AIR",PF16621
IPR032397,P19838,4790,RHD_dimer,Rel homology dimerisation domain,PF16179
IPR032397,Q04206,5970,RHD_dimer,Rel homology dimerisation domain,PF16179
IPR032419,Q9Y6K9,8517,CC2-LZ_dom,"NF-kappa-B essential modulator NEMO, CC2-LZ domain",PF16516
IPR032498,P27986,5295,PI3K_P85_iSH2,"PI3K regulatory subunit p85-related , inter-SH2 domain",PF16454
IPR032498,Q92569,8503,PI3K_P85_iSH2,"PI3K regulatory subunit p85-related , inter-SH2 domain",PF16454
IPR032498,O00459,5296,PI3K_P85_iSH2,"PI3K regulatory subunit p85-related , inter-SH2 domain",PF16454
IPR032628,Q08828,107,AC_N,"Adenylate cyclase, N-terminal",PF16214
IPR032675,O00206,7099,LRR_dom_sf,Leucine-rich repeat domain superfamily,NA
IPR032675,O60603,7097,LRR_dom_sf,Leucine-rich repeat domain superfamily,NA
IPR032675,Q9NR96,54106,LRR_dom_sf,Leucine-rich repeat domain superfamily,NA
IPR032675,Q9Y2C9,10333,LRR_dom_sf,Leucine-rich repeat domain superfamily,NA
IPR032695,P13612,3676,Integrin_dom_sf,Integrin domain superfamily,NA
IPR032695,P05107,3689,Integrin_dom_sf,Integrin domain superfamily,NA
IPR032695,P05556,3688,Integrin_dom_sf,Integrin domain superfamily,NA
IPR032695,P11215,3684,Integrin_dom_sf,Integrin domain superfamily,NA
IPR033112,P14555,5320,PLipase_A2_Asp_AS,"Phospholipase A2, aspartic acid active site",NA
IPR033113,P14555,5320,PLipase_A2_His_AS,"Phospholipase A2, histidine active site",NA
IPR033116,P00734,2147,TRYPSIN_SER,"Serine proteases, trypsin family, serine active site",NA
IPR033139,Q14790,841,Caspase_cys_AS,"Peptidase family C14A, cysteine active site",NA
IPR033170,Q14790,841,Caspase-8,Caspase-8,NA
IPR033760,P05556,3688,Integrin_beta_N,Integrin beta N-terminal,PF17205
IPR033760,P05107,3689,Integrin_beta_N,Integrin beta N-terminal,PF17205
IPR033899,P10145,3576,CXC_Chemokine_domain,CXC Chemokine domain,NA
IPR033926,P19838,4790,IPT_NFkappaB,NFkappaB IPT domain,NA
IPR033926,Q04206,5970,IPT_NFkappaB,NFkappaB IPT domain,NA
IPR033993,P19438,7132,TNFRSF1A_N,"Tumor necrosis factor receptor 1A, N-terminal",NA
IPR033994,P19438,7132,TNFRSF1A_death,"Tumor necrosis factor receptor 1A, death domain",NA
IPR033998,P25445,355,TNFRSF6_death,"Fas receptor, death domain",NA
IPR033999,P25445,355,TNFRSF6_N,"Fas receptor, N-terminal",NA
IPR034249,Q99836,4615,MyD88_Death,"MyD88, death domain",NA
IPR034664,P05771,5579,cPKC-beta,"Classical protein kinase C beta, catalytic domain",NA
IPR034675,Q9Y243,10000,Akt3,"Protein kinase B gamma, catalytic domain",NA
IPR034676,P31749,207,Akt1,"Protein kinase B alpha, catalytic domain",NA
IPR034677,P31751,208,Akt2,"Protein Kinase B beta, catalytic domain",NA
IPR034735,Q9Y6K9,8517,NEMO_ZF,"NEMO, Zinc finger",NA
IPR034853,Q15080,4689,PB1_P40,"Neutrophil cytosol factor P40, PB1 domain",NA
IPR034885,P19878,4688,PB1_P67,"Neutrophil cytosol factor 2, PB1 domain",NA
IPR034889,P19878,4688,P67-PHOX,Neutrophil cytosol factor 2,NA
IPR034909,P14598,653361,PX_p47phox,"Neutrophil cytosol factor 1, PX domain",NA
IPR034912,Q15080,4689,PX_p40phox,"Neutrophil cytosol factor 4, PX domain",NA
IPR035020,O00459,5296,PI3kinase_P85_cSH2,"PI3K p85 subunit, C-terminal SH2 domain",NA
IPR035020,P27986,5295,PI3kinase_P85_cSH2,"PI3K p85 subunit, C-terminal SH2 domain",NA
IPR035020,Q92569,8503,PI3kinase_P85_cSH2,"PI3K p85 subunit, C-terminal SH2 domain",NA
IPR035022,O00459,5296,PI3kinase_P85_nSH2,"PI3K p85 subunit, N-terminal SH2 domain",NA
IPR035022,Q92569,8503,PI3kinase_P85_nSH2,"PI3K p85 subunit, N-terminal SH2 domain",NA
IPR035022,P27986,5295,PI3kinase_P85_nSH2,"PI3K p85 subunit, N-terminal SH2 domain",NA
IPR035533,P51617,3654,Death_IRAK1,"Interleukin-1 receptor-associated kinase 1, death domain",NA
IPR035536,P51617,3654,IRAK1,Interleukin-1 receptor-associated kinase 1,NA
IPR035541,Q15080,4689,p40phox_SH3,"Neutrophil cytosol factor P40, SH3 domain",NA
