"entrezgene_id","wikipathID","description"
"5603","WP4767","FGFR3 signaling in chondrocyte proliferation and terminal differentiation"
"5603","WP2643","Nanoparticle-mediated activation of receptor signaling"
"5603","WP3869","Cannabinoid receptor signaling"
"5603","WP4877","Host-pathogen interaction of human coronaviruses - MAPK signaling"
"5603","WP3941","Oxidative damage response"
"5603","WP3611","Photodynamic therapy-induced AP-1 survival signaling"
"5603","WP3865","Novel intracellular components of RIG-I-like receptor pathway"
"5603","WP3303","RAC1/PAK1/p38/MMP2 pathway"
"5603","WP2371","Parkinson's disease pathway"
"5603","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"5603","WP4538","Regulatory circuits of the STAT3 signaling pathway"
"5603","WP2446","Retinoblastoma gene in cancer"
"5603","WP75","Toll-like receptor signaling pathway"
"5603","WP4321","Thermogenesis"
"5603","WP4787","Osteoblast differentiation and related diseases"
"5603","WP3915","Angiopoietin-like protein 8 regulatory pathway"
"5603","WP4666","Hepatitis B infection"
"5603","WP481","Insulin signaling"
"5603","WP4239","Epithelial to mesenchymal transition in colorectal cancer"
"5603","WP382","MAPK signaling pathway"
"1432","WP4919","Neuroinflammation"
"1432","WP3874","Canonical and non-canonical TGF-B signaling"
"1432","WP4482","Vitamin D in inflammatory diseases"
"1432","WP4864","Host-pathogen interaction of human coronaviruses - apoptosis"
"1432","WP3612","Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling"
"1432","WP712","Estrogen signaling pathway"
"1432","WP1528","Physiological and pathological hypertrophy of the heart"
"1432","WP1539","Angiogenesis"
"1432","WP5272","LDL- influence on CD14 and TLR4"
"1432","WP3668","Hypothesized pathways in pathogenesis of cardiovascular disease"
"1432","WP2035","Follicle stimulating hormone (FSH) signaling pathway"
"1432","WP4767","FGFR3 signaling in chondrocyte proliferation and terminal differentiation"
"1432","WP5231","Hippocampal synaptogenesis and neurogenesis"
"1432","WP2643","Nanoparticle-mediated activation of receptor signaling"
"1432","WP3869","Cannabinoid receptor signaling"
"1432","WP727","Monoamine transport"
"1432","WP244","Alpha 6 beta 4 signaling pathway"
"1432","WP408","Oxidative stress response"
"1432","WP422","MAPK cascade"
"1432","WP4481","Resistin as a regulator of inflammation"
"1432","WP4496","Signal transduction through IL1R"
"1432","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"1432","WP722","Serotonin HTR1 group and FOS pathway"
"1432","WP400","p38 MAPK signaling pathway"
"1432","WP4542","Leukocyte-intrinsic Hippo pathway functions"
"1432","WP4877","Host-pathogen interaction of human coronaviruses - MAPK signaling"
"1432","WP2447","Amyotrophic lateral sclerosis (ALS)"
"1432","WP2036","TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"
"1432","WP4566","Translation inhibitors in chronically activated PDGFRA cells"
"1432","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"5595","WP4389","Bile acids synthesis and enterohepatic circulation "
"5595","WP1434","Osteopontin signaling"
"5595","WP3301","MFAP5-mediated ovarian cancer cell motility and invasiveness"
"5595","WP4928","MAPK pathway in congenital thyroid cancer"
"5595","WP22","IL-9 signaling pathway"
"5595","WP3859","TGF-beta signaling in thyroid cells for epithelial-mesenchymal transition"
"5595","WP3879","4-hydroxytamoxifen, dexamethasone, and retinoic acids regulation of p27 expression"
"5595","WP4301","Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells"
"5595","WP4560","MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement"
"5595","WP734","Serotonin receptor 4/6/7 and NR3C signaling"
"5595","WP3927","BMP signaling in eyelid development"
"5595","WP732","Serotonin receptor 2 and ELK-SRF/GATA4 signaling"
"5595","WP1981","Thyroxine (thyroid hormone) production"
"5595","WP205","IL-7 signaling pathway"
"5595","WP3668","Hypothesized pathways in pathogenesis of cardiovascular disease"
"5595","WP4483","Relationship between inflammation, COX-2 and EGFR"
"5595","WP26","S1P receptor signal transduction"
"5595","WP581","EPO receptor signaling"
"5595","WP2035","Follicle stimulating hormone (FSH) signaling pathway"
"5595","WP4767","FGFR3 signaling in chondrocyte proliferation and terminal differentiation"
"5595","WP3869","Cannabinoid receptor signaling"
"5595","WP3972","PDGFR-beta pathway"
"5595","WP2112","IL-17 signaling pathway"
"5595","WP3995","Prion disease pathway"
"5595","WP244","Alpha 6 beta 4 signaling pathway"
"5595","WP422","MAPK cascade"
"5595","WP4481","Resistin as a regulator of inflammation"
"5595","WP4553","FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma"
"5595","WP4874","CAMKK2 pathway"
"5595","WP4875","Disruption of postsynaptic signaling by CNV"
"5599","WP2513","Nanoparticle triggered regulated necrosis"
"5599","WP4919","Neuroinflammation"
"5599","WP3","Transcriptional activation by NRF2 in response to phytochemicals"
"5599","WP12","Osteoclast signaling"
"5599","WP3874","Canonical and non-canonical TGF-B signaling"
"5599","WP1584","Type II diabetes mellitus"
"5599","WP3599","Transcription factor regulation in adipogenesis"
"5599","WP262","Ebstein-Barr virus LMP1 signaling"
"5599","WP3612","Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling"
"5599","WP4357","NRF2-ARE regulation"
"5599","WP5181","Roles of ceramides in development of insulin resistance"
"5599","WP1528","Physiological and pathological hypertrophy of the heart"
"5599","WP3668","Hypothesized pathways in pathogenesis of cardiovascular disease"
"5599","WP2643","Nanoparticle-mediated activation of receptor signaling"
"5599","WP3869","Cannabinoid receptor signaling"
"5599","WP3972","PDGFR-beta pathway"
"5599","WP4496","Signal transduction through IL1R"
"5599","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"5599","WP313","Hepatocyte growth factor receptor signaling"
"5599","WP4877","Host-pathogen interaction of human coronaviruses - MAPK signaling"
"5599","WP4150","Wnt signaling in kidney disease"
"5599","WP4331","Neovascularisation processes"
"5599","WP2526","PDGF pathway"
"5599","WP2036","TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"
"5599","WP314","Fas ligand pathway and stress induction of heat shock proteins"
"5599","WP4566","Translation inhibitors in chronically activated PDGFRA cells"
"5599","WP4861","Endoplasmic reticulum stress response in coronavirus infection"
"5599","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"5599","WP4534","Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms"
"5599","WP2637","Interleukin-1 (IL-1) structural pathway"
"5601","WP3874","Canonical and non-canonical TGF-B signaling"
"5601","WP3927","BMP signaling in eyelid development"
"5601","WP712","Estrogen signaling pathway"
"5601","WP2643","Nanoparticle-mediated activation of receptor signaling"
"5601","WP3869","Cannabinoid receptor signaling"
"5601","WP5102","Familial partial lipodystrophy"
"5601","WP4877","Host-pathogen interaction of human coronaviruses - MAPK signaling"
"5601","WP4150","Wnt signaling in kidney disease"
"5601","WP4331","Neovascularisation processes"
"5601","WP2516","ATM signaling pathway"
"5601","WP2036","TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"
"5601","WP4148","Splicing factor NOVA regulated synaptic proteins"
"5601","WP4566","Translation inhibitors in chronically activated PDGFRA cells"
"5601","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"5601","WP4534","Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms"
"5601","WP2637","Interleukin-1 (IL-1) structural pathway"
"5601","WP363","Wnt signaling pathway"
"5601","WP195","IL-1 signaling pathway"
"5601","WP2018","RANKL/RANK signaling pathway"
"5601","WP560","TGF-beta receptor signaling"
"5601","WP4816","TGF-beta receptor signaling in skeletal dysplasias"
"5601","WP3865","Novel intracellular components of RIG-I-like receptor pathway"
"5601","WP3863","T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection"
"5601","WP2374","Oncostatin M signaling pathway"
"5601","WP2324","AGE/RAGE pathway"
"5601","WP3303","RAC1/PAK1/p38/MMP2 pathway"
"5601","WP4216","Chromosomal and microsatellite instability in colorectal cancer "
"5601","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"5601","WP2037","Prolactin signaling pathway"
"5601","WP4538","Regulatory circuits of the STAT3 signaling pathway"
"1576","WP2874","Liver X receptor pathway"
"1576","WP229","Irinotecan pathway"
"1576","WP5280","Glucocorticoid biosynthesis"
"1576","WP1604","Codeine and morphine metabolism"
"1576","WP206","Fatty acid omega-oxidation"
"1576","WP2289","Drug induction of bile acid pathway"
"1576","WP697","Estrogen metabolism"
"1576","WP2879","Farnesoid X receptor pathway"
"1576","WP691","Tamoxifen metabolism"
"1576","WP5276","Estrogen metabolism"
"1576","WP3869","Cannabinoid receptor signaling"
"1576","WP4969","RAS and bradykinin pathways in COVID-19"
"1576","WP2875","Constitutive androstane receptor pathway"
"1576","WP2876","Pregnane X receptor pathway"
"1576","WP299","Nuclear receptors in lipid metabolism and toxicity"
"1576","WP4545","Oxysterols derived from cholesterol"
"1576","WP43","Oxidation by cytochrome P450"
"1576","WP3915","Angiopoietin-like protein 8 regulatory pathway"
"1576","WP702","Metapathway biotransformation Phase I and II"
"1576","WP2877","Vitamin D receptor pathway"
"1576","WP2882","Nuclear receptors meta-pathway"
"1557","WP691","Tamoxifen metabolism"
"1557","WP5276","Estrogen metabolism"
"1557","WP3869","Cannabinoid receptor signaling"
"1557","WP2875","Constitutive androstane receptor pathway"
"1557","WP2876","Pregnane X receptor pathway"
"1557","WP3298","Melatonin metabolism and effects"
"1557","WP43","Oxidation by cytochrome P450"
"1557","WP702","Metapathway biotransformation Phase I and II"
"1557","WP2882","Nuclear receptors meta-pathway"
"4615","WP3877","MYD88 distinct input-output pathway"
"4615","WP4478","LTF danger signal response pathway"
"4615","WP2865","IL1 and megakaryocytes in obesity"
"4615","WP3851","TLR4 signaling and tolerance"
"4615","WP3858","Toll-like receptor signaling related to MyD88"
"4615","WP4868","Type I interferon induction and signaling during SARS-CoV-2 infection"
"4615","WP4496","Signal transduction through IL1R"
"4615","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"4615","WP4136","Fibrin complement receptor 3 signaling pathway"
"4615","WP2637","Interleukin-1 (IL-1) structural pathway"
"4615","WP195","IL-1 signaling pathway"
"4615","WP4329","miRNA role in immune response in sepsis"
"4615","WP2324","AGE/RAGE pathway"
"4615","WP5098","T-cell activation SARS-CoV-2"
"4615","WP1772","Apoptosis modulation and signaling"
"4615","WP75","Toll-like receptor signaling pathway"
"4615","WP5055","Burn wound healing"
"4615","WP4630","Measles virus infection"
"4615","WP4666","Hepatitis B infection"
"4615","WP5115","Network map of SARS-CoV-2 signaling pathway"
"4615","WP4754","IL-18 signaling pathway"
"9376","WP4917","Proximal tubule transport"
"4790","WP3656","Interleukin-1 induced activation of NF-kB"
"4790","WP3630","NAD metabolism, sirtuins and aging"
"4790","WP4788","Autosomal recessive osteopetrosis pathways"
"4790","WP5120","Inclusion body myositis"
"4790","WP3849","MAPK and NFkB signaling pathways inhibited by Yersinia YopJ"
"4790","WP1434","Osteopontin signaling"
"4790","WP1559","Transcription factors regulate miRNAs related to cardiac hypertrophy"
"4790","WP5192","Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids"
"4790","WP2435","Quercetin and Nf-kB / AP-1 induced apoptosis"
"4790","WP4337","ncRNAs involved in STAT3 signaling in hepatocellular carcinoma"
"4790","WP3877","MYD88 distinct input-output pathway"
"4790","WP5174","Ulcerative colitis signaling"
"4790","WP384","Apoptosis modulation by HSP70"
"4790","WP4478","LTF danger signal response pathway"
"4790","WP4707","Aspirin and miRNAs"
"4790","WP4961","STING pathway in Kawasaki-like disease and COVID-19"
"4790","WP4482","Vitamin D in inflammatory diseases"
"4790","WP262","Ebstein-Barr virus LMP1 signaling"
"4790","WP4585","Cancer immunotherapy by PD-1 blockade"
"4790","WP4790","FGF23 signaling in hypophosphatemic rickets and related disorders"
"4790","WP712","Estrogen signaling pathway"
"4790","WP5272","LDL- influence on CD14 and TLR4"
"4790","WP1981","Thyroxine (thyroid hormone) production"
"4790","WP2865","IL1 and megakaryocytes in obesity"
"4790","WP5183","SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction"
"4790","WP2583","T cell receptor and co-stimulatory signaling"
"4790","WP3851","TLR4 signaling and tolerance"
"4790","WP5200","Dravet syndrome"
"4790","WP4969","RAS and bradykinin pathways in COVID-19"
"4790","WP3858","Toll-like receptor signaling related to MyD88"
"4792","WP3849","MAPK and NFkB signaling pathways inhibited by Yersinia YopJ"
"4792","WP4919","Neuroinflammation"
"4792","WP2435","Quercetin and Nf-kB / AP-1 induced apoptosis"
"4792","WP4961","STING pathway in Kawasaki-like disease and COVID-19"
"4792","WP4482","Vitamin D in inflammatory diseases"
"4792","WP262","Ebstein-Barr virus LMP1 signaling"
"4792","WP2583","T cell receptor and co-stimulatory signaling"
"4792","WP3851","TLR4 signaling and tolerance"
"4792","WP3414","Initiation of transcription and translation elongation at the HIV-1 LTR"
"4792","WP5113","Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway"
"4792","WP4481","Resistin as a regulator of inflammation"
"4792","WP4496","Signal transduction through IL1R"
"4792","WP4880","Host-pathogen interaction of human coronaviruses - interferon induction"
"4792","WP2516","ATM signaling pathway"
"4792","WP2526","PDGF pathway"
"4792","WP1433","Nucleotide-binding oligomerization domain (NOD) pathway"
"4792","WP2036","TNF-related weak inducer of apoptosis (TWEAK) signaling pathway"
"4792","WP2203","Thymic stromal lymphopoietin (TSLP) signaling pathway"
"4792","WP4008","NO/cGMP/PKG mediated neuroprotection"
"4792","WP2637","Interleukin-1 (IL-1) structural pathway"
"4792","WP3981","miRNA regulation of prostate cancer signaling pathways"
"4792","WP395","IL-4 signaling pathway"
"4792","WP195","IL-1 signaling pathway"
"4792","WP2018","RANKL/RANK signaling pathway"
"4792","WP3865","Novel intracellular components of RIG-I-like receptor pathway"
"4792","WP5072","Modulators of TCR signaling and T cell activation"
"4792","WP3863","T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection"
"4792","WP2374","Oncostatin M signaling pathway"
"4792","WP4329","miRNA role in immune response in sepsis"
"4792","WP2324","AGE/RAGE pathway"
"9356","WP4917","Proximal tubule transport"
"4843","WP4919","Neuroinflammation"
"4843","WP4947","Nitric oxide metabolism in cystic fibrosis"
"4843","WP5294","Sildenafil treatment"
"4843","WP4595","Urea cycle and associated pathways"
"4843","WP619","Type II interferon signaling"
"4843","WP3614","Photodynamic therapy-induced HIF-1 survival signaling"
"4843","WP4136","Fibrin complement receptor 3 signaling pathway"
"4843","WP5283","Chronic hyperglycemia impairment of neuron function"
"4843","WP4008","NO/cGMP/PKG mediated neuroprotection"
"4843","WP3646","Hepatitis C and hepatocellular carcinoma"
"4843","WP2324","AGE/RAGE pathway"
"4843","WP3303","RAC1/PAK1/p38/MMP2 pathway"
"4843","WP2037","Prolactin signaling pathway"
"4843","WP4658","Small cell lung cancer"
"4843","WP2431","Spinal cord injury"
"4843","WP4673","Male infertility"
"4843","WP3594","Circadian rhythm genes"
"4843","WP5124","Alzheimer's disease"
"4843","WP4754","IL-18 signaling pathway"
"4843","WP3932","Focal adhesion: PI3K-Akt-mTOR-signaling pathway"
"4843","WP2059","Alzheimer's disease and miRNA effects"
"5290","WP5191","Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"
"5290","WP4582","Cancer immunotherapy by CTLA4 blockade"
"5290","WP3","Transcriptional activation by NRF2 in response to phytochemicals"
"5290","WP5192","Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids"
"5290","WP5101","Congenital generalized lipodystrophy"
"5290","WP4141","PI3K/AKT/mTOR - vitamin D3 signaling"
"5290","WP4357","NRF2-ARE regulation"
"5290","WP712","Estrogen signaling pathway"
"5290","WP1539","Angiogenesis"
"5290","WP5074","Kallmann syndrome"
"5290","WP2865","IL1 and megakaryocytes in obesity"
"5290","WP4483","Relationship between inflammation, COX-2 and EGFR"
"5290","WP5200","Dravet syndrome"
"5290","WP3972","PDGFR-beta pathway"
"5290","WP2533","Glycerophospholipid biosynthetic pathway"
"5290","WP3844","PI3K-AKT-mTOR signaling pathway and therapeutic opportunities"
"5290","WP5102","Familial partial lipodystrophy"
"5290","WP2112","IL-17 signaling pathway"
"5290","WP4838","Regucalcin in proximal tubule epithelial kidney cells"
"5290","WP4481","Resistin as a regulator of inflammation"
"5290","WP722","Serotonin HTR1 group and FOS pathway"
"5290","WP313","Hepatocyte growth factor receptor signaling"
"5290","WP4558","Overview of interferons-mediated signaling pathway"
"5290","WP4829","mBDNF and proBDNF regulation of GABA neurotransmission"
"5290","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
"5290","WP524","G13 signaling pathway"
"5290","WP3937","Microglia pathogen phagocytosis pathway"
"5290","WP4564","Neural crest cell migration during development"
"5290","WP4136","Fibrin complement receptor 3 signaling pathway"
"5290","WP4565","Neural crest cell migration in cancer"
"5291","WP5191","Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"
"5291","WP4582","Cancer immunotherapy by CTLA4 blockade"
"5291","WP4483","Relationship between inflammation, COX-2 and EGFR"
"5291","WP2533","Glycerophospholipid biosynthetic pathway"
"5291","WP3844","PI3K-AKT-mTOR signaling pathway and therapeutic opportunities"
"5291","WP4481","Resistin as a regulator of inflammation"
"5291","WP4829","mBDNF and proBDNF regulation of GABA neurotransmission"
"5291","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
"5291","WP524","G13 signaling pathway"
"5291","WP3937","Microglia pathogen phagocytosis pathway"
"5291","WP4564","Neural crest cell migration during development"
"5291","WP4565","Neural crest cell migration in cancer"
"5291","WP4566","Translation inhibitors in chronically activated PDGFRA cells"
"5291","WP4971","Phosphoinositides metabolism"
"5291","WP4539","Synaptic signaling pathways associated with autism spectrum disorder"
"5291","WP4205","MET in type 1 papillary renal cell carcinoma"
"5291","WP4155","Endometrial cancer"
"5291","WP1403","AMP-activated protein kinase signaling"
"5291","WP4685","Melanoma"
"5291","WP4255","Non-small cell lung cancer"
"5291","WP4674","Head and neck squamous cell carcinoma"
"5291","WP2037","Prolactin signaling pathway"
"5291","WP2261","Glioblastoma signaling pathways"
"5291","WP4806","EGFR tyrosine kinase inhibitor resistance"
"5291","WP4263","Pancreatic adenocarcinoma pathway"
"5291","WP673","ErbB signaling pathway"
"5291","WP4658","Small cell lung cancer"
"5291","WP75","Toll-like receptor signaling pathway"
"5291","WP1544","MicroRNAs in cardiomyocyte hypertrophy"
"5291","WP710","DNA damage response (only ATM dependent)"
"5293","WP5191","Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"
"5293","WP4582","Cancer immunotherapy by CTLA4 blockade"
"5293","WP3287","Overview of nanoparticle effects"
"5293","WP4483","Relationship between inflammation, COX-2 and EGFR"
"5293","WP2643","Nanoparticle-mediated activation of receptor signaling"
"5293","WP2533","Glycerophospholipid biosynthetic pathway"
"5293","WP4481","Resistin as a regulator of inflammation"
"5293","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
"5293","WP524","G13 signaling pathway"
"5293","WP3937","Microglia pathogen phagocytosis pathway"
"5293","WP4564","Neural crest cell migration during development"
"5293","WP4565","Neural crest cell migration in cancer"
"5293","WP4971","Phosphoinositides metabolism"
"5293","WP286","IL-3 signaling pathway"
"5293","WP4539","Synaptic signaling pathways associated with autism spectrum disorder"
"5293","WP395","IL-4 signaling pathway"
"5293","WP585","Interferon type I signaling pathways"
"5293","WP4205","MET in type 1 papillary renal cell carcinoma"
"5293","WP4155","Endometrial cancer"
"5293","WP1403","AMP-activated protein kinase signaling"
"5293","WP4685","Melanoma"
"5293","WP4255","Non-small cell lung cancer"
"5293","WP2261","Glioblastoma signaling pathways"
"5293","WP4806","EGFR tyrosine kinase inhibitor resistance"
"5293","WP5098","T-cell activation SARS-CoV-2"
"5293","WP4263","Pancreatic adenocarcinoma pathway"
"5293","WP673","ErbB signaling pathway"
"5293","WP4658","Small cell lung cancer"
"5293","WP75","Toll-like receptor signaling pathway"
"5293","WP1544","MicroRNAs in cardiomyocyte hypertrophy"
"5295","WP4582","Cancer immunotherapy by CTLA4 blockade"
"5295","WP22","IL-9 signaling pathway"
"5295","WP5181","Roles of ceramides in development of insulin resistance"
"5295","WP205","IL-7 signaling pathway"
"5295","WP2249","Metastatic brain tumor"
"5295","WP3972","PDGFR-beta pathway"
"5295","WP3844","PI3K-AKT-mTOR signaling pathway and therapeutic opportunities"
"5295","WP244","Alpha 6 beta 4 signaling pathway"
"5295","WP4558","Overview of interferons-mediated signaling pathway"
"5295","WP4829","mBDNF and proBDNF regulation of GABA neurotransmission"
"5295","WP127","IL-5 signaling pathway"
"5295","WP2526","PDGF pathway"
"5295","WP2828","Bladder cancer"
"5295","WP3937","Microglia pathogen phagocytosis pathway"
"5295","WP49","IL-2 signaling pathway"
"5295","WP364","IL6 signaling pathway"
"5295","WP2332","Interleukin-11 signaling pathway"
"5295","WP4566","Translation inhibitors in chronically activated PDGFRA cells"
"5295","WP5300","TROP2 regulatory signaling"
"5295","WP286","IL-3 signaling pathway"
"5295","WP4539","Synaptic signaling pathways associated with autism spectrum disorder"
"5295","WP395","IL-4 signaling pathway"
"5295","WP585","Interferon type I signaling pathways"
"5295","WP195","IL-1 signaling pathway"
"5295","WP2018","RANKL/RANK signaling pathway"
"5295","WP304","Kit receptor signaling pathway"
"5295","WP4205","MET in type 1 papillary renal cell carcinoma"
"5295","WP5072","Modulators of TCR signaling and T cell activation"
"5295","WP61","Notch signaling pathway"
"5295","WP4155","Endometrial cancer"
"5296","WP4582","Cancer immunotherapy by CTLA4 blockade"
"5296","WP22","IL-9 signaling pathway"
"5296","WP205","IL-7 signaling pathway"
"5296","WP3844","PI3K-AKT-mTOR signaling pathway and therapeutic opportunities"
"5296","WP244","Alpha 6 beta 4 signaling pathway"
"5296","WP4829","mBDNF and proBDNF regulation of GABA neurotransmission"
"5296","WP524","G13 signaling pathway"
"5296","WP127","IL-5 signaling pathway"
"5296","WP2828","Bladder cancer"
"5296","WP3937","Microglia pathogen phagocytosis pathway"
"5296","WP364","IL6 signaling pathway"
"5296","WP2332","Interleukin-11 signaling pathway"
"5296","WP4566","Translation inhibitors in chronically activated PDGFRA cells"
"5296","WP286","IL-3 signaling pathway"
"5296","WP4539","Synaptic signaling pathways associated with autism spectrum disorder"
"5296","WP395","IL-4 signaling pathway"
"5296","WP585","Interferon type I signaling pathways"
"5296","WP195","IL-1 signaling pathway"
"5296","WP2018","RANKL/RANK signaling pathway"
"5296","WP304","Kit receptor signaling pathway"
"5296","WP4205","MET in type 1 papillary renal cell carcinoma"
"5296","WP5072","Modulators of TCR signaling and T cell activation"
"5296","WP61","Notch signaling pathway"
"5296","WP4155","Endometrial cancer"
"5296","WP2032","Thyroid stimulating hormone (TSH) signaling pathway"
"5296","WP1403","AMP-activated protein kinase signaling"
"5296","WP4685","Melanoma"
"5296","WP4255","Non-small cell lung cancer"
"5296","WP4674","Head and neck squamous cell carcinoma"
"5296","WP2034","Leptin signaling pathway"
"8503","WP4582","Cancer immunotherapy by CTLA4 blockade"
"8503","WP3935","Leptin-insulin signaling overlap"
"8503","WP3844","PI3K-AKT-mTOR signaling pathway and therapeutic opportunities"
"8503","WP4829","mBDNF and proBDNF regulation of GABA neurotransmission"
"8503","WP3937","Microglia pathogen phagocytosis pathway"
"8503","WP4564","Neural crest cell migration during development"
"8503","WP4565","Neural crest cell migration in cancer"
"8503","WP4566","Translation inhibitors in chronically activated PDGFRA cells"
"8503","WP4539","Synaptic signaling pathways associated with autism spectrum disorder"
"8503","WP4205","MET in type 1 papillary renal cell carcinoma"
"8503","WP4155","Endometrial cancer"
"8503","WP1403","AMP-activated protein kinase signaling"
"8503","WP4685","Melanoma"
"8503","WP4906","3q29 copy number variation syndrome"
"8503","WP4255","Non-small cell lung cancer"
"8503","WP4806","EGFR tyrosine kinase inhibitor resistance"
"8503","WP4263","Pancreatic adenocarcinoma pathway"
"8503","WP673","ErbB signaling pathway"
"8503","WP4658","Small cell lung cancer"
"8503","WP75","Toll-like receptor signaling pathway"
"8503","WP1544","MicroRNAs in cardiomyocyte hypertrophy"
"8503","WP710","DNA damage response (only ATM dependent)"
"8503","WP4659","Gastrin signaling pathway"
"8503","WP4787","Osteoblast differentiation and related diseases"
"8503","WP4217","Ebola virus infection in host"
"8503","WP3915","Angiopoietin-like protein 8 regulatory pathway"
"8503","WP4630","Measles virus infection"
"8503","WP4666","Hepatitis B infection"
"8503","WP51","Regulation of actin cytoskeleton"
"8503","WP4262","Breast cancer pathway"
"23236","WP3679","Cell-type dependent selectivity of CCK2R signaling"
"23236","WP3958","GPR40 pathway"
"23236","WP4962","Airway smooth muscle cell contraction"
"23236","WP4760","PKC-gamma calcium signaling pathway in ataxia"
"23236","WP26","S1P receptor signal transduction"
"23236","WP5121","Sphingolipid metabolism in senescence"
"23236","WP4941","GPR143 in melanocytes and retinal pigment epithelium cells"
"23236","WP5122","Prostaglandin and leukotriene metabolism in senescence "
"23236","WP2197","Endothelin pathways"
"23236","WP4481","Resistin as a regulator of inflammation"
"23236","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
"23236","WP4971","Phosphoinositides metabolism"
"23236","WP2032","Thyroid stimulating hormone (TSH) signaling pathway"
"23236","WP1403","AMP-activated protein kinase signaling"
"23236","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"23236","WP4746","Thyroid hormones production and peripheral downstream signaling effects"
"23236","WP4540","Hippo signaling regulation pathways"
"23236","WP428","Wnt signaling"
"23236","WP4549","Fragile X syndrome"
"23236","WP5083","Neuroinflammation and glutamatergic signaling"
"23236","WP3929","Chemokine signaling pathway"
"23236","WP5124","Alzheimer's disease"
"23236","WP2059","Alzheimer's disease and miRNA effects"
"5330","WP3958","GPR40 pathway"
"5330","WP4760","PKC-gamma calcium signaling pathway in ataxia"
"5330","WP26","S1P receptor signal transduction"
"5330","WP4941","GPR143 in melanocytes and retinal pigment epithelium cells"
"5330","WP4481","Resistin as a regulator of inflammation"
"5330","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
"5330","WP4756","Renin-angiotensin-aldosterone system (RAAS)"
"5330","WP4971","Phosphoinositides metabolism"
"5330","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"5330","WP4540","Hippo signaling regulation pathways"
"5330","WP1544","MicroRNAs in cardiomyocyte hypertrophy"
"5330","WP428","Wnt signaling"
"5330","WP5083","Neuroinflammation and glutamatergic signaling"
"5330","WP3929","Chemokine signaling pathway"
"5330","WP5124","Alzheimer's disease"
"5330","WP2059","Alzheimer's disease and miRNA effects"
"5331","WP3958","GPR40 pathway"
"5331","WP4760","PKC-gamma calcium signaling pathway in ataxia"
"5331","WP26","S1P receptor signal transduction"
"5331","WP4941","GPR143 in melanocytes and retinal pigment epithelium cells"
"5331","WP422","MAPK cascade"
"5331","WP4481","Resistin as a regulator of inflammation"
"5331","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
"5331","WP4971","Phosphoinositides metabolism"
"5331","WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3"
"5331","WP35","G protein signaling pathways"
"5331","WP4540","Hippo signaling regulation pathways"
"5331","WP428","Wnt signaling"
"5331","WP5083","Neuroinflammation and glutamatergic signaling"
"5331","WP536","Calcium regulation in cardiac cells"
"5331","WP289","Myometrial relaxation and contraction pathways"
"5331","WP3929","Chemokine signaling pathway"
"5331","WP5124","Alzheimer's disease"
"5331","WP2059","Alzheimer's disease and miRNA effects"
"5331","WP3888","VEGFA-VEGFR2 signaling"
"5332","WP4760","PKC-gamma calcium signaling pathway in ataxia"
"5332","WP4941","GPR143 in melanocytes and retinal pigment epithelium cells"
"5332","WP4481","Resistin as a regulator of inflammation"
"5332","WP4871","Kisspeptin/kisspeptin receptor system in the ovary"
